"227 - Rush (2013) - Starring: Shoojit Sircar (dir.), John Abraham, Nargis Fakhri 7.608146644175962"
"228 - Andrei Rublev (1966) - Starring: Ram Gopal Varma (dir.), Amitabh Bachchan, Abhishek Bachchan 7.6020043697240425"
"229 - Rebecca (1940) - Starring: Luv Ranjan (dir.), Kartik Aaryan, Raayo S. Bakhirta 7.59855810009271"
"230 - Monsters, Inc (2001) - Starring: Sagar Ballary (dir.), Vinay Pathak, Rajat Kapoor 7.59775741516764"
"231 - Amores perros (2000) - Starring: Ram Madhvani (dir.), Sonam Kapoor, Shabana Azmi 7.597572912801301"
"232 - Drishyam 2 (2021) - Starring: Dibakar Banerjee (dir.), Sushant Singh Rajput, Anand Tiwari 7.59624151757949"
"233 - Gangs of Wasseypur (2012) - Starring: Imtiaz Ali (dir.), Alia Bhatt, Randeep Hooda 7.585892119305202"
"234 - Rocky (1976) - Starring: Desingh Periyasamy (dir.), Dulquer Salmaan, Gautham Vasudev Menon 7.584301662227254"
"235 - Ratsasan (2018) - Starring: S.S. Rajamouli (dir.), Ram Charan, Kajal Aggarwal 7.578924467302364"
"236 - Koe no katachi (2016) - Starring: Abbas Alibhai Burmawalla (dir.), Shah Rukh Khan, Kajol 7.569173702097319"
"237 - Fa yeung nin wah (2000) - Starring: Navdeep Singh (dir.), Abhay Deol, Gul Panag 7.565184643167178"
"238 - Kaze no tani no Naushika (1984) - Starring: Aanand L. Rai (dir.), Kangana Ranaut, Madhavan 7.563985010272976"
"239 - It Happened One Night (1934) - Starring: Sudha Kongara (dir.), Madhavan, Nassar 7.562392938299505"
"240 - La battaglia di Algeri (1966) - Starring: Anurag Basu (dir.), Pankaj Tripathi, Abhishek Bachchan 7.560907808814757"
"241 - Before Sunset (2004) - Starring: Ayan Mukherjee (dir.), Ranbir Kapoor, Konkona Sen Sharma 7.5576490738341695"
"242 - Du rififi chez les hommes (1955) - Starring: Shoojit Sircar (dir.), Deepika Padukone, Amitabh Bachchan 7.557144414555369"
"243 - Fanny och Alexander (1982) - Starring: Sukumar (dir.), Mahesh Babu, Kriti Sanon 7.555596270536426"
"244 - Soul (2020) - Starring: Surender Reddy (dir.), Ram Charan, Arvind Swamy 7.545388263225597"
"245 - The Princess Bride (1987) - Starring: Parasuram (dir.), Vijay Deverakonda, Rashmika Mandanna 7.542983169003662"
"246 - Trois couleurs: Rouge (1994) - Starring: Karan Johar (dir.), Shah Rukh Khan, Kajol 7.539149010754394"
"247 - Drishyam (2013) - Starring: Ashutosh Gowariker (dir.), Hrithik Roshan, Aishwarya Rai Bachchan 7.532416412624909"
"248 - Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997) - Starring: Vikramaditya Motwane (dir.), Rajkummar Rao, Geetanjali Thapa 7.531422702802744"
"249 - Sunrise: A Song of Two Humans (1927) - Starring: Abhishek Sharma (dir.), John Abraham, Boman Irani 7.530715957824412"
"250 - Miracle in Cell No 7 (2019) - Starring: Abhinay Deo (dir.), Imran Khan, Vir Das 7.52914966340786"
In [11]:
